"variable","point_estimate","p_value"
slope,0.167134032249113,0.0983348885792149
IMD_score,0.138435895494276,0.17197799074722
latitude,0.128310033076345,0.209969063324984
longitude,0.148283430226499,0.14273728094354
ss_visual_complexity,0.0876072875376811,0.385297629351342
ss_construction,0.254337044832061,0.0132507885657616
ss_road_flat,0.0829331740104192,0.41312723264374
ss_marking,0.0986985104724594,0.31977893876274
ss_nature,0.150439150790278,0.13720286990651
ss_street_object,0.192109169089177,0.0612100843392977
od_person_count,0.135584134247341,0.176780703644245
od_vehicle_count,0.022282883504956,0.827950351011803
od_animal_count,0.134238787546828,0.18522088201382
housing_price_log,-0.000601469424384106,0.99506742969648
poi_betweenness_log,0.127579554393866,0.207701477672901
poi_accessibility_log,0.134115538516668,0.154288052565795
traffic_speed_log,0.0704614190836808,0.481751888583674
pop_den_log,0.153601693124315,0.128497561248939
poi_log,-0.0432403964453418,0.64389514913824
