"variable","point_estimate","p_value"
ss_visual_complexity,0.606936554568229,1.66732339892887e-12
slope,0.701255734461728,4.16435666058451e-18
count_log.1,-0.000142862792798352,0.941860132993938
ss_construction,0.496128175829097,5.51706473630775e-10
ss_road_flat,0.671301129480269,9.30403060539779e-16
ss_marking,0.705064343902497,4.52197729038907e-18
ss_nature,0.708372796569523,3.19787072210529e-18
ss_street_object,0.711804797650928,3.19553139885509e-18
od_bicycle_count,0.697148326311581,2.51116172619975e-17
od_vehicle_count,0.720517091407524,2.46515290120975e-19
od_animal_count,0.708043517891829,3.79153091444661e-18
pop_den_log,0.612687394519438,3.43927062505661e-14
average_income_log,0.710145148701378,2.39853414688122e-18
poi_log,0.548077999696462,2.58076942419837e-12
