"var_name","variable_importance"
"year",0.00410510640869161
"age_0_19",0.0266184966287893
"age_20_39",0.0279083750365334
"age_40_59",0.02755353152877
"lu_commerce_developped",0.0134475995162654
"lu_residential_community",0.0238854815894434
"slope",0.108954196765955
"ss_visual_complexity",0.0418374521556671
"ss_construction",0.0366137872233598
"ss_road_flat",0.0701907095208
"ss_marking",0.0690595071037306
"ss_nature",0.119777299369815
"ss_street_object",0.0710744676907598
"od_person_count",0.113843256627071
"od_bicycle_count",0.0264551809456171
"od_vehicle_count",0.0341064095549227
"od_animal_count",0.0275108625695087
"pop_den_log",0.0415665589714605
"average_income_log",0.0466007781341684
"housing_price_log",0.0226198779711826
"poi_log",0.0462710646874881
