"covariate","avg","stderr","ranking","scaling","variation","labels"
"year",2015.27113402061,0.0404688172648557,"Q1",0.890231863486587,0.0649562185142839,"2020
(0.0405)"
"year",2014.82355975925,0.0457732227679081,"Q2",0.215641812126306,0.0649562185142839,"2010
(0.0458)"
"year",2014.8110480124,0.0469736730026746,"Q3",0.199525106377374,0.0649562185142839,"2010
(0.047)"
"year",2015.08781577593,0.0456147386380483,"Q4",0.656361669774877,0.0649562185142839,"2020
(0.0456)"
"ss_building",0.394074584473723,0.00206066638902158,"Q1",0.909367760755328,0.598658623885159,"0.394
(0.00206)"
"ss_building",0.267590500297777,0.00216247788560115,"Q2",0.565633781731015,0.598658623885159,"0.268
(0.00216)"
"ss_building",0.186929079229858,0.00197795611394955,"Q3",0.280321788582082,0.598658623885159,"0.187
(0.00198)"
"ss_building",0.150399401294835,0.00187565782994377,"Q4",0.178719822927725,0.598658623885159,"0.15
(0.00188)"
"ss_pole",0.0128660474036567,9.73017430807439e-05,"Q1",0.892131257898143,0.178424872530043,"0.0129
(9.73e-05)"
"ss_pole",0.0118068865630919,8.95401045232578e-05,"Q2",0.635696223736971,0.178424872530043,"0.0118
(8.95e-05)"
"ss_pole",0.0107060840370144,8.01114295211005e-05,"Q3",0.281289749168712,0.178424872530043,"0.0107
(8.01e-05)"
"ss_pole",0.0101986030276619,7.67968284060744e-05,"Q4",0.157230328042246,0.178424872530043,"0.0102
(7.68e-05)"
"ss_road",0.195863069510269,0.000670033911832599,"Q1",0.309233504491325,0.104040301883887,"0.196
(0.00067)"
"ss_road",0.195390932482749,0.00065688103182764,"Q2",0.279568234286458,0.104040301883887,"0.195
(0.000657)"
"ss_road",0.196322510521869,0.000666839221154626,"Q3",0.339349543027755,0.104040301883887,"0.196
(0.000667)"
"ss_road",0.206799547075577,0.000754950416122662,"Q4",0.932723684771009,0.104040301883887,"0.207
(0.000755)"
"ss_sky",0.116332563310691,0.000864706600858936,"Q1",0.106150068039419,0.446403014602937,"0.116
(0.000865)"
"ss_sky",0.156750717174019,0.00103353226785276,"Q2",0.402723692807084,0.446403014602937,"0.157
(0.00103)"
"ss_sky",0.182061690071915,0.00114360966123391,"Q3",0.648222866577243,0.446403014602937,"0.182
(0.00114)"
"ss_sky",0.211640133660786,0.0012894776110314,"Q4",0.867154798961712,0.446403014602937,"0.212
(0.00129)"
"ss_terrain",0.00816504701306319,0.000298351894869007,"Q1",0.115431290402849,0.390020948101817,"0.00817
(0.000298)"
"ss_terrain",0.0226183663606302,0.000505581847666577,"Q2",0.333474152951184,0.390020948101817,"0.0226
(0.000506)"
"ss_terrain",0.0429738584185935,0.000710104586914317,"Q3",0.742476530482716,0.390020948101817,"0.043
(0.00071)"
"ss_terrain",0.0491196508429991,0.000755577160582005,"Q4",0.835834356316082,0.390020948101817,"0.0491
(0.000756)"
"ss_traffic.light",0.0017405195880728,6.44326447941702e-05,"Q1",0.903182989661022,0.154664507168812,"0.00174
(6.44e-05)"
"ss_traffic.light",0.00114555883694596,5.20601104214838e-05,"Q2",0.59838454453897,0.154664507168812,"0.00115
(5.21e-05)"
"ss_traffic.light",0.000653948532504485,3.89817508497275e-05,"Q3",0.267943419301224,0.154664507168812,"0.000654
(3.9e-05)"
"ss_traffic.light",0.00047786048565313,2.5884377224989e-05,"Q4",0.1761786411945,0.154664507168812,"0.000478
(2.59e-05)"
"ss_traffic.sign",0.0036513897151881,7.68341836844087e-05,"Q1",0.785720987272695,0.110436562666366,"0.00365
(7.68e-05)"
"ss_traffic.sign",0.00361843349667799,7.40415571366459e-05,"Q2",0.769535999402944,0.110436562666366,"0.00362
(7.4e-05)"
"ss_traffic.sign",0.00305622579828084,6.90241815016024e-05,"Q3",0.424767244473308,0.110436562666366,"0.00306
(6.9e-05)"
"ss_traffic.sign",0.00235906603028081,6.63431580647594e-05,"Q4",0.0902415920524735,0.110436562666366,"0.00236
(6.63e-05)"
"ss_vegetation",0.126644142496081,0.00153852102445937,"Q1",0.0847549996418237,0.398737144381468,"0.127
(0.00154)"
"ss_vegetation",0.205978376662434,0.00190642005066912,"Q2",0.456582326652114,0.398737144381468,"0.206
(0.00191)"
"ss_vegetation",0.261014163292385,0.00212720802358615,"Q3",0.778852352786289,0.398737144381468,"0.261
(0.00213)"
"ss_vegetation",0.25763823911347,0.00211374681779029,"Q4",0.762542408625213,0.398737144381468,"0.258
(0.00211)"
"od_person_count",15.4384879725085,0.145864328208007,"Q1",0.926854123183982,0.809991233008637,"15.4
(0.146)"
"od_person_count",4.47979363714515,0.0519662682485337,"Q2",0.44000593991175,0.809991233008637,"4.48
(0.052)"
"od_person_count",1.73601789709175,0.0276571289023279,"Q3",0.290309152838549,0.809991233008637,"1.74
(0.0277)"
"od_person_count",0.390960646159125,0.00928959337777643,"Q4",0.22683242398351,0.809991233008637,"0.391
(0.00929)"
"od_bicycle_count",1.05343642611682,0.0325856563369033,"Q1",0.92824647775864,0.334135693832089,"1.05
(0.0326)"
"od_bicycle_count",0.276182287188307,0.0113567311377248,"Q2",0.425834796819621,0.334135693832089,"0.276
(0.0114)"
"od_bicycle_count",0.0989502667355021,0.00667016287868108,"Q3",0.286652316963281,0.334135693832089,"0.099
(0.00667)"
"od_bicycle_count",0.028527238357106,0.0040279096445677,"Q4",0.238023384634342,0.334135693832089,"0.0285
(0.00403)"
"od_vehicle_count",15.3704467353951,0.104807510405286,"Q1",0.750181166152441,0.436896966876385,"15.4
(0.105)"
