"var_name","variable_importance"
"age_0_19",0.0654369400951052
"age_20_39",0.102177542007107
"age_40_59",0.0511640089800043
"lu_residential_community",0.0300127461705229
"ss_visual_complexity",0.0574525356757704
"slope",0.032157567585569
"ss_construction",0.0584622244546171
"ss_road_flat",0.0873828708580582
"ss_marking",0.0645366260640932
"ss_nature",0.0384893869932752
"ss_street_object",0.0628408893841172
"od_person_count",0.0585659774676328
"od_bicycle_count",0.039786288772129
"od_vehicle_count",0.0389697312478857
"od_animal_count",0
"pop_den_log",0.0666655007410912
"average_income_log",0.0793270482928105
"poi_log",0.0261809013661967
"year_2016",0.00437109840991971
"year_2009",0.0024365672607084
"year_2021",0.00156212559855095
"year_2014",0.00140487804878049
"year_2018",5.75203917777795e-05
"year_2022",0
"year_2010",0
"year_2011",0
"year_2012",0
"year_2019",0.00229450935346414
"year_2017",0
"year_2015",0.00289030390671681
"year_2020",4.16482286487753e-05
"month_9",0.00205167938798467
"month_4",0.000260126607724601
"month_5",0.0205357065025938
"month_3",0
"month_11",0.000172561175333339
"month_6",0.00129919582252766
"month_10",0.000955772757505504
"month_8",5.75203917777795e-05
"month_7",0
"month_12",0
