"var_name","variable_importance"
"age_0_19",0.0638386886249389
"age_20_39",0.0498867842800063
"age_40_59",0.0901162361395046
"lu_residential_community",0.0801956572722768
"ss_visual_complexity",0.103443857883337
"ss_construction",0.0543108517750848
"ss_road_flat",0.0497685266477303
"ss_marking",0.0913571058509406
"ss_nature",0.0637447263718584
"ss_street_object",0.0648314432910086
"od_bicycle_count",0.00738459918974787
"od_vehicle_count",0.0712541712990249
"od_animal_count",0
"pop_den_log",0.0679249010824629
"average_income_log",0.0551646573615871
"poi_log",0.0468579495217985
"year_2016",0.000935247894377222
"year_2009",0.0072300550827485
"year_2021",0.000368126128272731
"year_2014",0
"year_2018",0.00201550961400305
"year_2022",0.00496174610129741
"year_2010",5.50500802813671e-05
"year_2011",0
"year_2012",0
"year_2019",2.88369971931814e-05
"year_2017",0
"year_2015",0.00413130431490166
"year_2020",0
"month_9",9.53787192596986e-05
"month_4",0.00547165625530086
"month_5",0.00605426397232621
"month_3",0
"month_11",0.00297546358443982
"month_6",0.00500207474027574
"month_10",0.000595129924014973
"month_8",0
"month_7",0
"month_12",0
