"variable","point_estimate","p_value"
ss_visual_complexity,-0.292900829730727,0.00201601682424527
count_log.1,0.000190463229551129,0.928287452230589
ss_construction,-0.152234187474558,0.0954099972944727
ss_road_flat,-0.270998900826519,0.00448454355231857
ss_marking,-0.289057685260779,0.00263622531136263
ss_nature,-0.310074311343098,0.00123956151519691
ss_street_object,-0.294610640225996,0.00217696409265864
od_person_count,-0.204483687452309,0.0235958032942817
od_bicycle_count,-0.286591856868777,0.00286710817459142
od_vehicle_count,-0.324998535448487,0.000563824437205315
od_animal_count,-0.308833162300182,0.00129890529284514
pop_den_log,-0.28612473550462,0.00195146021608975
average_income_log,-0.313406520112468,0.00118834147562488
poi_log,-0.226930109312129,0.0114308208478597
