"var_name","variable_importance"
"age_0_19",0.0391224657091238
"age_20_39",0.0914667557770279
"age_40_59",0.0459992607705589
"lu_residential_community",0.0377943797984823
"ss_visual_complexity",0.0708170668743637
"slope",0.0301794981460141
"ss_construction",0.0881668258049956
"ss_road_flat",0.0880108429775398
"ss_marking",0.069498562022645
"ss_nature",0.0559700805032535
"ss_street_object",0.0800563309022483
"od_bicycle_count",0.0443483876238608
"od_vehicle_count",0.0716194177120164
"od_animal_count",0
"pop_den_log",0.0675347131153913
"average_income_log",0.0450947160101276
"poi_log",0.0264491671921176
"year_2016",0.00234644580402207
"year_2009",0.00269149849650747
"year_2021",0.00240764618938623
"year_2014",0.00175609756097561
"year_2018",2.47616689364863e-05
"year_2022",6.07436029393155e-05
"year_2010",0
"year_2011",0
"year_2012",0
"year_2019",0.00615436137193981
"year_2017",0
"year_2015",0.000411963115134437
"year_2020",0.000781777476556323
"month_9",0.000684435863533385
"month_4",0
"month_5",0.02607248367596
"month_3",0
"month_11",0
"month_6",0.00202765493486439
"month_10",0.00245165929947774
"month_8",0
"month_7",0
"month_12",0
