"variable","point_estimate","p_value"
ss_visual_complexity,-0.314746987139374,0.00201039703139109
slope,-0.0930135178256523,0.35176881154972
count_log.1,0.000192342948912847,0.93574352148303
ss_construction,0.0800186887320333,0.40853687685522
ss_road_flat,-0.209392756021027,0.0362812939263362
ss_marking,-0.120280268641063,0.229640821885479
ss_nature,-0.129707855894563,0.196279894205659
ss_street_object,-0.110485647740756,0.287430028140042
od_bicycle_count,-0.143172920413134,0.15166859054811
od_vehicle_count,-0.207940112705917,0.0358845170457065
od_animal_count,-0.13236267067889,0.186157965298782
pop_den_log,-0.131310739753852,0.173117248477265
average_income_log,-0.11274465502728,0.261093296944472
poi_log,-0.186146066709458,0.0452718907852011
