count,count_log,count_point_id,year,month,slope,IMD_score,age_0_19,age_20_39,age_40_59,age_60_90,lu_residential_community,lu_commerce_developed,lu_others,latitude,longitude,ss_curb,ss_vegetation,ss_sidewalk,ss_street_light,ss_guard_rail,ss_parking,ss_bike_lane,ss_curb_cut,ss_pothole,ss_bench,ss_bike_rack,ss_pedestrian_area,ss_visual_complexity,count_log,slope_binary_80percent,slope_binary,slope_binary_60percent,ss_sidewalk_binary,ss_sidewalk_binary_80percent,ss_sidewalk_binary_60percent,ss_pedestrian_area_binary,ss_bike_lane_binary,ss_bike_rack_binary,ss_parking_binary,ss_curb_binary,ss_curb_cut_binary,ss_pothole_binary,ss_street_light_binary,ss_guard_rail_binary,ss_bench_binary,ss_vegetation_binary_80percent,ss_vegetation_binary,ss_vegetation_binary_60percent,ss_construction,ss_road_flat,ss_marking,ss_nature,ss_street_object,od_person_count,od_bicycle_count,od_vehicle_count,od_animal_count,housing_price_log,poi_betweenness_log,poi_accessibility_log,traffic_speed_log,pop_den_log,poi_log
90.0,4.51085950651685,16626,2015,6,16.59512316645408,23.752,24.40163455925277,25.04378283712785,28.955049620548746,21.599532983070635,31.096940957536297,14.77014815036614,36.19370648236232,51.61907,-0.01730263,1.7457485198974498,1.01768493652343,4.52477455139159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.18310814103849,4.51085950651685,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.48378753662109,25.98461151123046,1.64790153503417,0.0,0.41769027709959,1.4,0.0,6.0,0.0,12.798711408829924,4.795790545596741,1.9816531214865942,3.502549875922443,8.694355656188732,2.8903717578961645
67.0,4.219507705176107,16643,2019,4,11.132061048922056,30.321,25.819070904645475,31.7359413202934,23.765281173594133,18.679706601467,1.830911875415864,27.482144884141032,36.8415895616816,51.580538,0.17789627,1.17358063206527,5.89813261321096,1.37063604412656,0.012809002038199999,0.24273496685606002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.304541578845196,4.219507705176107,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9.485599922411351,37.07558285106311,1.25351645729758,0.011351325295180001,0.7748993960293517,0.1454545454545454,0.0,4.242424242424242,0.0,12.53267851205913,0.0,2.594983340422851,3.502549875922443,9.073711441693387,3.7612001156935624
3231.0,8.080856419640986,16737,2015,9,10.214452676635632,28.276,17.945383615084527,48.89466840052016,24.38231469440832,8.777633289986996,6.135144873428034,43.05562705394008,12.656143863759675,51.504059,-0.10457606,0.172022081190535,2.83433935059929,1.112396101797775,0.011791721467045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.235451681707225,8.080856419640986,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,19.67041421046453,29.926537753250194,1.289316476215405,0.0014628133466166127,0.35304814439762994,1.4838709677419355,0.0,3.5034562211981566,0.0,13.480039220276565,0.0,4.0786350673732175,3.493472657771326,9.21362526132826,5.272999558563747
189.0,5.247024072160486,16741,2019,7,22.662908561862245,24.705,24.221046443268666,49.61787184009406,21.39917695473251,4.761904761904762,0.9131098746572694,13.48103404643238,60.612479830274935,51.482807,0.06233358,1.1076563676911,11.5355951369076,2.9391752764783,0.000858306884765398,0.0,0.03654860594882,0.0,0.0,0.0,0.0,0.0,0.0,36.30557654609563,5.247024072160486,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,4.99668506228868,34.49533424035316,1.797086989398485,0.6505991845922,0.9168152317337568,0.0717488789237668,0.0,5.255605381165919,0.0,12.84529412258351,0.0,2.191026074735101,3.502549875922443,7.817533949796171,1.791759469228055
183.0,5.214935757608986,16767,2015,6,10.15966908951798,3.136,31.112548512289777,21.47477360931436,32.60025873221216,14.8124191461837,4.257140174301387,21.76862951075629,49.49195832931205,51.403558,-0.03583973,0.88242122105189,5.11057717459542,3.04053170340401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.07297295256696,5.214935757608986,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.54381098066055,30.135447638375418,1.36431285313196,0.0,0.3518036433628527,0.2857142857142857,0.0,5.2857142857142865,0.0,13.2228890238961,0.0,2.6188689283910174,3.8979240810486444,9.204293736268069,2.6390573296152584
59.0,4.0943445622221,16784,2019,5,13.388018176020408,11.279,24.15485278080698,23.991275899672846,29.60741548527808,22.24645583424209,7.918294472833079,11.177390328501533,70.20636572826231,51.375287,0.03982356,0.72710330669695,30.636530656080968,1.00314433758074,0.03695854773888,0.0,0.0,0.0,0.009749485896183076,0.0,0.0,0.0,0.0,31.49457080866252,4.0943445622221,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0.44647363515999,34.94806656470665,0.66668437077448,1.1518625112680199,0.3136818225567,0.0,0.0,1.5384615384615383,0.0,13.022130802466894,0.0,0.5433908065262767,3.7887247890836524,7.690972875360061,1.0986122886681098
152.0,5.030437921392435,16864,2010,3,7.450753348214286,4.59951,25.27881040892193,18.587360594795538,31.66047087980173,24.473358116480792,4.556029092822171,18.70698206467165,56.68760539430771,51.430596,-0.36152795,0.35225717644942,16.0036940323679,2.50883102416991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.43111324804232,5.030437921392435,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,6.646655735216619,29.4221376117907,0.56378715916683,0.66615154868677,0.023442820498810527,0.0,0.0,1.8421052631578947,0.0,13.208519972505323,0.0,1.8218972809232317,3.4781584227982836,8.542312055002059,2.4849066497880004
88.0,4.48863636973214,16864,2019,6,7.450753348214286,4.739,25.88522588522589,15.323565323565324,33.51648351648351,25.27472527472528,4.556029092822171,18.70698206467165,56.68760539430771,51.430596,-0.36152795,0.41955144781813997,16.52254556354722,1.4675014897396599,0.01591130306846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.58466916212726,4.48863636973214,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,5.28021360698496,30.266571044921868,0.6624171608372623,0.5167910927220201,0.1296394749691558,0.0,0.0,3.0,0.0,13.597977488421883,0.0,1.8218972809232317,3.4781584227982836,8.55706961286977,2.3978952727983707
2065.0,7.633369649679584,16866,2019,6,13.30692007019783,12.278,13.42734518700184,40.40465971796444,26.548129981606376,19.619865113427345,11.6432266983682,29.27024347699068,25.10988215703492,51.493792,-0.21535086,0.8211346590740999,13.534991918883698,3.6344633783612847,0.0045969175255811305,0.0,0.0,0.057263996290119995,0.06552253450666,0.0,0.0,0.0,0.0,38.48129268227628,7.633369649679584,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,11.677759286039342,36.4169895130655,1.41419298160149,0.021312547766635,0.6255021598768201,0.9114906832298136,0.008695652173913,3.5909937888198753,0.0,13.513561866207533,7.409307519154957,3.886526849657327,3.502549875922443,9.415283604159363,4.127134385045092
341.0,5.834810737062605,16870,2015,6,7.122015007174745,5.351,21.731234866828085,34.56416464891041,26.331719128329294,17.372881355932204,0.692156399579523,20.467768974786548,59.09736004051874,51.456642,-0.32748968,0.52285194396972,7.71398544311523,3.18789482116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.17724592463594,5.834810737062605,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.99820709228515,30.25956153869629,1.23863220214843,0.67806243896484,0.25773048400877996,0.0,0.0,8.0,0.0,13.091867571311756,0.0,2.641889335771143,3.502549875922443,8.550761067201721,2.6390573296152584
1777.0,7.48324441607385,17007,2015,6,15.985573780293368,31.27,25.806451612903224,42.48223072717332,21.7058501913614,10.005467468562056,4.89910600380818,35.235560456313145,16.018981946536776,51.549153,-0.14092445,0.60276452984128,7.1003541350364605,2.184639445372985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29545620146864,7.48324441607385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.238202801772495,31.366213304655886,1.0821189199174999,0.0,0.54954013654161,1.316964285714286,0.16964285714285715,4.196428571428571,0.0,13.442998001373553,0.0,3.8096908944606707,3.502549875922443,9.170848739011547,4.68213122712422
134.0,4.90527477843843,17013,2015,6,17.1959513330782,11.0,18.67043847241867,24.3988684582744,26.87411598302688,30.056577086280058,1.597550395322916,16.71445833727921,68.03912023734759,51.569416,-0.32191142,0.5872828619820649,19.474996839250835,2.890236037118085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21185563567004,4.90527477843843,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1.4870762825012,30.329244477408267,0.7517576217651349,2.534086363656175,0.23637328829083498,0.14285714285714285,0.0,6.249999999999999,0.0,13.359608630694183,0.0,1.4148506741539115,3.580737295494233,8.217649160300402,1.791759469228055
71.0,4.276666119016055,17019,2014,6,16.986784211197552,26.204288,35.23752254960914,26.03728202044498,24.29344558027661,14.431749849669274,0.0895703854358047,20.661217935278337,63.13012068197077,51.56868462,-0.24113415,0.7578611373901301,2.2023320198058998,0.9750843048095601,0.0,0.22073984146118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.25616231486348,4.276666119016055,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.319615364074679,29.726219177246087,2.87569761276244,0.0,0.8513927459716599,0.0,0.0,4.5,0.0,12.67020280970045,0.0,1.7227104355891243,3.9740583963475986,8.663607736757173,1.0986122886681098
59.0,4.0943445622221,17019,2015,6,16.986784211197552,26.036,34.93975903614458,25.421686746987955,25.0,14.638554216867467,0.0895703854358047,20.661217935278337,63.13012068197077,51.56868462,-0.24113415,0.32382678985595004,3.2421695391337004,1.4606987635294502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.64558014672961,4.0943445622221,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.845426877339655,29.78836345672607,0.18824211756388,0.013558387756343,0.35541836420693,0.04,0.0,5.136666666666667,0.0,12.741288885070576,0.0,1.7227104355891243,3.9740583963475986,8.66180245113149,1.0986122886681098
2.0,1.0986122886681098,17020,2014,6,25.75519770408163,7.5818098,28.634361233480178,22.46696035242291,27.56450597860289,21.334172435494025,8.564962082873723,14.041105728928043,66.27797102636548,51.590854,-0.19119403,0.09701138450985,11.96474347795758,1.86152458190917,0.0,0.0288963317871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.500604002085865,1.0986122886681098,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,9.50338954017272,20.12561843508765,0.44153531392414996,0.74821653820219,0.20336877732047998,0.0,0.0,3.6190476190476186,0.0,13.368247784211041,0.0,2.2552648365574415,3.8979240810486444,8.340973142371615,1.791759469228055
0.0,0.0,17020,2015,6,25.75519770408163,7.732,28.26086956521739,22.236024844720497,28.26086956521739,21.24223602484472,8.564962082873723,14.041105728928043,66.27797102636548,51.590854,-0.19119403,0.0,8.61221949259439,0.0,0.004410743713378334,0.10246038436889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.109073235335735,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17.56473382314044,27.73261864980061,0.63171386718749,3.01827589670816,0.24526913960772667,0.3333333333333333,0.0,5.083333333333333,0.0,13.584525089030764,0.0,2.2552648365574415,3.8979240810486444,8.354099322416005,1.791759469228055
0.0,0.0,17022,2015,7,19.116926419005104,12.428,21.42094017094017,37.28632478632478,27.190170940170937,14.102564102564102,1.014966880057625,30.31114581369517,45.36732928660744,51.595506,0.01978823,0.18849372863769,7.708088556925451,0.0,0.0,0.22915204366048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.63266949535356,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.37980715433755,31.15889231363932,1.09378496805826,0.37517547607421,0.22827784220374997,0.0,0.0,6.666666666666667,0.0,13.026129971557962,0.0,2.7127003333004134,3.927896354584436,9.169019829794776,4.189654742026425
1734.0,7.45876269238096,17169,2015,10,18.394391741071427,19.244,21.69709989258861,55.53168635875403,11.92266380236305,10.848549946294307,6.950159272337855,54.04854522737667,8.02439263169343,51.526549,-0.13319555,0.657864819775825,12.566191011720946,1.5381930325482251,0.002711528056376649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.76216078506888,7.45876269238096,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,13.05959748792216,25.073905549607826,3.06730175877476,0.18677960644971,0.2179940112002144,0.3810810810810811,0.0108108108108108,8.225225225225225,0.0,13.149469660113823,7.875119281040293,4.479612882065067,3.427514689979529,9.613728467349269,5.429345628954441
