"variable","point_estimate","p_value"
ss_visual_complexity,0.938241694049592,0.00664480748969469
ss_construction,0.93142423067468,0.00429045218763485
ss_road_flat,0.811933347425823,0.0218945205416343
ss_marking,1.002005053747,0.00403978217391692
ss_nature,0.946070563018134,0.00693794673157371
ss_street_object,0.991098414909044,0.00442930639177268
od_person_count,-0.529007598892269,0.110630529160725
od_bicycle_count,0.791423908295778,0.0225451705063399
od_vehicle_count,1.23761156085317,0.00037099853113429
od_animal_count,0.996775864033884,0.00422828744364473
pop_den_log,1.17073843273121,0.000584843393267096
average_income_log,0.897723667262705,0.00986904507251973
poi_log,0.553190299364962,0.0884176090879846
