"var_name","variable_importance"
"year",0.000770218228498074
"age_0_19",0.0320657519630562
"age_20_39",0.078987379757598
"age_40_59",0.0301218678625611
"lu_commerce_developped",0.109522698097794
"lu_residential_community",0.00432789290298918
"slope",0.0214110664688328
"ss_visual_complexity",0.01199339812947
"ss_construction",0.180422786456163
"ss_road_flat",0.0101962222629745
"ss_marking",0.0580064351566277
"ss_nature",0.0516796425653935
"ss_street_object",0.0364586632879316
"od_person_count",0.0373005684944068
"od_bicycle_count",0.130373605854992
"od_vehicle_count",0.0683226914292383
"od_animal_count",0.032699264791691
"pop_den_log",0.0412716936465332
"average_income_log",0.00432789290298918
"housing_price_log",0.0378523915109281
"poi_log",0.0218878682293316
