"variable","point_estimate","p_value"
slope,0.862427328829512,NA
ss_visual_complexity,0.871242105455407,0.0123853485585045
count_log.1,-0.00539833033326017,NA
ss_construction,0.841492440564901,0.0114675241741396
ss_road_flat,0.768033383880012,NA
ss_marking,0.938054348659386,NA
ss_nature,0.861141149797948,0.013734447485068
ss_street_object,0.93083651455367,NA
od_person_count,-0.5095946034019,NA
od_bicycle_count,0.727395615618362,NA
od_vehicle_count,1.09458531113224,NA
od_animal_count,0.935070127350515,NA
pop_den_log,1.0489014977993,NA
average_income_log,0.841538882542538,0.0170443288211234
poi_log,0.510121732992839,NA
