"","pr_score","count_point_id","treatment"
"1",0.00169632811423036,0,0
"2",4.96484373419035e-12,0,0
"3",9.07389934871907e-05,1,0
"4",6.53074950625074e-05,2,0
"5",1.15504372613324e-12,2,0
"6",0.00103395151254026,3,0
"7",0.00660338451857823,3,0
"8",1.02286476709648e-12,4,0
"9",0.000500205968729296,5,0
"10",0.0020597557346158,6,0
"11",6.8317824443723e-12,7,0
"12",0.00331609962545965,8,0
"13",0.00300082203443876,9,0
"14",0.0342219369438129,10,0
"15",4.17452852490196e-05,14,0
"16",0.000877441434309387,15,0
"17",0.0017390305743804,16,0
"18",0.000316751245860566,17,0
"19",0.0016455818198303,18,0
"20",0.00139428674783683,19,0
"21",0.00064261245360514,22,0
"22",0.000250104074830556,26,0
"23",0.000209535510820506,27,0
"24",0.000195322158107268,28,0
"25",1.40433888891949e-11,29,0
"26",8.42205219579487e-11,31,0
"27",0.00892121545546344,32,0
"28",1.24728336782467e-12,33,0
"29",9.03001408137095e-13,35,0
"30",1.08120085416195e-12,38,0
"31",3.25478258848735e-13,40,0
"32",0.0135447187612826,43,0
"33",0.036040458813252,46,0
"34",0.000353408947439113,55,0
"35",8.21456889759745e-13,56,0
"36",1.40867786578752e-12,58,0
"37",0.00683022148454807,59,0
"38",0.0130240825274398,60,0
"39",0.00142141727250826,62,0
"40",0.000198282472515037,63,0
"41",0.0156920553382241,64,0
"42",0.000334141543816257,65,0
"43",0.000884950126326908,66,0
"44",0.000125355171239361,67,0
"45",3.21476933300424e-12,68,0
"46",0.000228662221842029,69,0
"47",0.000170747791154053,70,0
"48",0.000223065660884072,71,0
"49",0.00532862035809075,72,0
"50",0.0250780030539972,73,0
"51",0.00226972545533498,76,0
"52",2.06297994624883e-05,78,0
"53",2.22044604925031e-16,79,0
"54",0.000693077450905644,80,0
"55",6.4981094068742e-05,81,0
"56",4.70167044763215e-05,82,0
"57",0.000242132445721877,84,0
"58",0.000300757578339401,85,0
"59",2.22044604925031e-16,88,0
"60",8.94502459422184e-05,90,0
"61",1.41548332151581e-13,91,0
"62",7.58181976752069e-12,92,0
"63",1.22893179891999e-12,93,0
"64",0.000340145422287719,94,0
"65",0.00121468659391212,95,0
"66",0.000459441517207113,96,0
"67",0.000808728984814332,97,0
"68",0.000281955313966025,103,0
"69",0.0058687693337162,105,0
"70",0.000825336482373283,109,0
"71",0.869821322449872,112,1
"72",0.00108958980633656,113,0
"73",4.58206435587855e-11,116,0
"74",5.31426840809894e-13,117,0
"75",1.19565205405554e-05,120,0
"76",1.95494343457868e-05,121,0
"77",3.97910062949533e-12,122,0
"78",5.44929145513872e-11,126,0
"79",0.0355363768131502,127,0
"80",8.95456693737038e-12,128,0
"81",0.000813847609662925,131,0
"82",0.00210787288427644,132,0
"83",0.00789117609842476,134,0
"84",0.00395350204840118,135,0
"85",0.0810240323468611,138,0
"86",0.00331897932194565,140,0
"87",0.00246537610078725,143,0
"88",0.0217998940092232,143,0
"89",6.14365057205234e-05,144,0
"90",9.12084557405974e-05,145,0
"91",0.000130972585632871,147,0
"92",0.00108376754523372,148,0
"93",0.00519957632616845,148,0
"94",5.83535557939547e-05,149,0
"95",0.000903570163863461,150,0
"96",0.00143254246036499,151,0
"97",0.00188387381173629,154,0
"98",0.00111810262914691,155,0
"99",1.60165178292908e-12,157,0
"100",1.15946489601469e-12,158,0
"101",0.0153794768682198,162,0
"102",0.00213329217779272,163,0
"103",0.00367617099783359,163,0
"104",0.0512619161157633,165,0
"105",0.00186651026092868,167,0
"106",5.06724904060097e-05,169,0
"107",2.85144454378987e-05,170,0
"108",0.000331510384756757,173,0
"109",2.76086091545154e-12,174,0
"110",3.46657242917903e-06,175,0
"111",1.21224571865129e-06,176,0
"112",0.00621387492669491,177,0
"113",0.0150835043237514,178,0
"114",0.0164394463009132,179,0
"115",7.79616682908514e-05,180,0
"116",0.000336028732969112,181,0
"117",0.00261460625900348,190,0
"118",1.65911504742906e-12,196,0
"119",2.38000353437415e-05,197,0
"120",0.000271922415519683,198,0
"121",2.6536974701186e-12,199,0
"122",6.8855525463831e-12,200,0
"123",1.32200342738524e-11,201,0
"124",7.20545514025198e-13,204,0
"125",0.408735446381198,206,1
"126",0.818310636046701,206,1
"127",1.57327467594924e-09,206,0
"128",0.000178364607978036,207,0
"129",4.06539786514146e-12,208,0
"130",7.80279875523406e-11,211,0
"131",0.000138787438629636,214,0
"132",0.00244667056629152,217,0
"133",3.64739232721805e-05,222,0
"134",0.00124973613830735,224,0
"135",0.00155100856583615,225,0
"136",0.00103207064818683,226,0
"137",0.000126377760063664,227,0
"138",0.00535113755984916,228,0
"139",4.04730759131124e-05,229,0
"140",3.92377279575673e-05,230,0
"141",0.000685100466836238,231,0
"142",0.0875401442880904,233,0
"143",0.000603742483919448,235,0
"144",0.000388109458273011,238,0
"145",1.71205664677268e-05,240,0
"146",3.9518992014739e-05,241,0
"147",0.000194290995095533,242,0
"148",0.000783685894129194,248,0
"149",4.9713459839856e-07,249,0
"150",1.19538581312801e-05,250,0
"151",0.000302980642257847,251,0
"152",2.22044604925031e-16,252,0
"153",7.27096941368353e-13,253,0
"154",8.18137764474795e-05,254,0
"155",0.00244251145276634,255,0
"156",0.000255637768255436,257,0
"157",4.21690528343365e-05,258,0
"158",0.00395799245669641,259,0
"159",0.000210283230894625,261,0
"160",0.000217701551105875,265,0
"161",0.00149555555188524,267,0
"162",3.08681792111247e-10,268,0
"163",0.99442779606931,269,1
"164",0.000885107577749588,270,0
"165",0.00771802664986001,271,0
"166",0.00565864570148975,274,0
