"","pr_score","count_point_id","year","month","treatment"
"1",0.0366618122164469,1,"2016","9",0
"2",0.235227862408304,1000,"2009","4",1
"3",0.0213841946470659,1003,"2009","4",0
"4",0.297561023776917,1008,"2009","5",0
"5",0.0238245265241713,1011,"2009","4",0
"6",0.249322202324914,1013,"2009","5",0
"7",0.0237403487630281,1014,"2009","4",0
"8",0.454864760483635,1015,"2009","5",0
"9",0.197555812443307,1028,"2009","3",1
"10",0.830152998055037,1032,"2009","5",1
"11",0.0807415865650876,1034,"2009","4",0
"12",0.29480990333102,1035,"2021","11",0
"13",0.29669884918954,1040,"2021","9",1
"14",0.164228933400649,1051,"2009","5",0
"15",0.682647510617025,1052,"2021","5",1
"16",0.561097875282962,1053,"2021","5",1
"17",0.241130256614629,1056,"2009","4",0
"18",0.779493172785431,1058,"2021","5",1
"19",0.00469852029658233,1059,"2009","4",0
"20",0.142465398021087,1061,"2009","3",0
"21",0.119197775324847,1064,"2021","5",1
"22",0.137590429849925,1065,"2009","3",0
"23",0.0621820690504399,1068,"2009","4",0
"24",0.0130994582205096,1069,"2009","3",0
"25",0.005934374970473,1076,"2009","6",0
"26",0.230721094848866,1077,"2009","5",1
"27",0.162189908123321,1088,"2009","3",0
"28",0.530744468810572,1089,"2009","5",1
"29",0.614166491568163,1090,"2009","5",1
"30",0.132179875304506,1091,"2009","3",0
"31",0.203579012922921,1100,"2021","4",0
"32",0.333514157258103,1100,"2021","5",0
"33",0.464074233186156,1117,"2009","5",1
"34",0.186560332590339,112,"2014","10",0
"35",0.705411533570568,1121,"2021","4",1
"36",0.326280055206516,1124,"2021","11",0
"37",0.308047047446954,1129,"2009","6",0
"38",0.0091616722797243,1132,"2009","4",0
"39",0.289614413408949,1134,"2009","3",0
"40",0.0303692450411526,1135,"2009","3",0
"41",0.0395885951870247,1136,"2009","4",0
"42",0.332661010159787,1137,"2021","5",0
"43",0.102536415680863,1141,"2009","3",1
"44",0.0864304943667291,1157,"2021","9",0
"45",0.462659046136279,116,"2021","5",1
"46",0.0575531806450978,1161,"2009","3",0
"47",0.412225339588745,1163,"2021","5",0
"48",0.0729574507189731,1165,"2009","4",0
"49",0.153154086419367,1167,"2018","10",0
"50",0.0549649725678294,1167,"2018","9",0
"51",0.843444392556941,117,"2021","5",1
"52",0.179404344075206,1170,"2021","4",0
"53",0.299716509327303,1170,"2021","5",0
"54",0.0852916262206629,1184,"2021","5",1
"55",0.0941688251211425,1185,"2009","5",1
"56",0.0338620076712947,1187,"2009","4",1
"57",0.278640756694704,1194,"2009","3",0
"58",0.0196976517922128,1199,"2009","4",0
"59",0.0804034472170237,1200,"2009","3",0
"60",0.062451333422065,1201,"2009","4",0
"61",0.0860644380631071,1202,"2009","4",0
"62",0.242859430763144,1203,"2009","4",0
"63",0.00618314421330237,1206,"2021","11",0
"64",0.0854034057467694,1207,"2009","5",0
"65",0.0159034307790006,1208,"2021","10",0
"66",0.0478459410513504,1212,"2021","10",0
"67",0.439460659850673,1213,"2009","5",0
"68",0.0253249036686416,1214,"2021","10",0
"69",0.0500165973352235,1217,"2009","4",0
"70",0.0326088808002349,1219,"2021","10",0
"71",0.00886945098127957,1219,"2021","4",0
"72",0.0172169637026696,1219,"2021","5",0
"73",0.439334915478015,122,"2021","11",1
"74",0.223603982475645,1223,"2009","3",0
"75",0.0250546049582652,1224,"2022","8",0
"76",0.0708003341332925,1226,"2022","5",0
"77",0.18790463722337,1230,"2009","5",1
"78",0.0812279551674779,1231,"2009","4",0
"79",0.0934747414366102,1239,"2009","4",0
"80",0.215099939825137,1240,"2009","4",0
"81",0.0304354684725318,1241,"2009","4",0
"82",0.601090250267985,1243,"2009","5",1
"83",0.118724418646839,1247,"2009","5",1
"84",0.178321676514766,1249,"2009","5",1
"85",0.0476661675741851,1252,"2009","3",0
"86",0.0718997366500133,1256,"2009","4",0
"87",0.244373308151771,1258,"2009","3",0
"88",0.287748654484932,1259,"2009","4",0
"89",0.351721384093563,126,"2021","10",1
"90",0.32935395844824,126,"2021","11",1
"91",0.217696256664732,1264,"2009","4",0
"92",0.323931412025755,1265,"2021","5",0
"93",0.0529182582097148,1266,"2009","3",0
"94",0.167073840996639,1267,"2009","3",0
"95",0.0986087890623527,1278,"2022","11",0
"96",0.921774986160717,128,"2021","11",1
"97",0.0555453505857683,1280,"2022","11",0
"98",0.0473883398262384,1285,"2009","4",0
"99",0.0160064219432788,1292,"2022","4",0
"100",0.187365672799729,1293,"2009","4",0
"101",0.182319131661483,1299,"2009","4",0
"102",0.173474168712708,1300,"2009","4",0
"103",0.247962223362322,1301,"2009","4",0
"104",0.285359034266678,1303,"2022","5",0
"105",0.256519325835238,1305,"2022","5",0
"106",0.292029862101453,1307,"2021","5",0
"107",0.380185458347853,1308,"2022","5",1
"108",0.212323031639055,1309,"2009","3",0
"109",0.2615640223352,1312,"2009","5",0
"110",0.301202665970336,1313,"2009","6",0
"111",0.165088317997059,1319,"2009","4",0
"112",0.0428192919467485,1322,"2009","4",0
"113",0.205887040088638,1326,"2009","5",0
"114",0.184129069057668,1330,"2009","5",0
"115",0.0477319551254842,1338,"2009","4",0
"116",0.250921474704547,1342,"2009","4",0
"117",0.0730346013171892,1346,"2009","4",0
"118",0.246867656121494,1350,"2009","5",0
"119",0.0171239309708596,1352,"2009","4",0
"120",0.083595428173092,1357,"2009","3",0
"121",0.060749876364771,1359,"2009","3",0
"122",0.0788818888084456,1362,"2009","4",1
"123",0.0536903639054662,1363,"2009","4",0
"124",0.138407609544958,1375,"2009","5",0
"125",0.225900126393794,1381,"2009","5",0
"126",0.24739820230546,1387,"2009","5",0
"127",0.129206102011351,1388,"2009","4",0
"128",0.0645352666059625,1404,"2009","5",0
"129",0.297338467383215,1406,"2009","5",0
"130",0.0569923244999549,1415,"2009","3",0
"131",0.0507934375402514,1417,"2009","4",1
"132",0.0747371236187259,1421,"2009","4",0
"133",0.138462732200744,1428,"2009","4",0
"134",0.0413354159245472,143,"2016","4",0
"135",0.0778386972745088,143,"2016","5",0
"136",0.0265220446820795,1431,"2009","6",0
"137",0.0137448277700187,1433,"2009","5",0
"138",0.0247920372504076,1440,"2009","4",0
"139",0.039747619584831,1441,"2009","4",0
"140",0.0444286848870356,1442,"2009","3",0
"141",0.0383741266258071,1443,"2009","5",0
"142",0.0353187026676268,1444,"2009","4",0
"143",0.122330865171512,1446,"2009","4",0
"144",0.0750442101386559,1448,"2009","5",0
"145",0.0197941845560611,1450,"2009","6",0
"146",0.11088202394875,1451,"2021","11",1
"147",0.16920252385689,1456,"2021","8",0
"148",0.254095068295271,1466,"2009","5",0
"149",0.0432377556025376,1467,"2009","4",0
"150",0.0779217118457702,1468,"2009","4",1
"151",0.208635948684305,1469,"2009","5",0
"152",0.0928048941971627,1471,"2009","4",0
"153",0.0179892758328504,1473,"2009","4",0
"154",0.336800492086017,148,"2016","5",0
"155",0.105612169552154,1485,"2009","6",0
"156",0.181209112374595,1487,"2009","5",0
"157",0.0831373056896119,1493,"2022","4",0
"158",0.150089091497689,1510,"2022","10",0
"159",0.253195699345818,1518,"2009","6",0
"160",0.190138596198701,1536,"2009","5",0
"161",0.593715562928619,1543,"2021","10",1
"162",0.399127641016754,1562,"2010","5",0
"163",0.0972662034162557,1563,"2022","5",0
"164",0.0843527168153718,1563,"2022","6",0
"165",0.470014139154597,1564,"2010","5",0
"166",0.350427189827432,1565,"2010","5",0
"167",0.480226957396189,1566,"2010","5",0
"168",0.783721853414305,1567,"2010","5",0
"169",0.153828637647871,1571,"2010","6",0
"170",0.119442136679584,1572,"2010","6",0
"171",0.151843605310915,1573,"2021","5",0
"172",0.153111297985025,1574,"2021","5",0
"173",0.139290074340305,1575,"2021","11",0
"174",0.506594032130694,1576,"2010","6",1
"175",0.623877241623803,1577,"2010","6",1
"176",0.613979576971412,1578,"2010","6",1
"177",0.495643556577786,1579,"2010","6",1
"178",0.0836549121913964,158,"2021","8",0
"179",0.0367061413165937,158,"2021","9",0
"180",0.269898191986794,1585,"2010","6",0
"181",0.182369105977096,1586,"2010","6",0
"182",0.0988866464307007,1587,"2022","7",0
"183",0.268001465288592,1588,"2010","6",0
"184",0.106864467718963,1589,"2010","6",0
"185",0.0636074640038104,1590,"2022","7",1
"186",0.196677337532266,1591,"2010","6",1
"187",0.251918560928065,1592,"2010","6",1
"188",0.0541681839032911,1595,"2021","4",0
"189",0.10081234751126,1595,"2021","5",0
"190",0.22612009665022,1597,"2021","4",0
"191",0.420340693185109,1597,"2021","5",0
"192",0.0187190207542887,1599,"2021","10",0
"193",0.0157173171219563,1601,"2021","10",0
"194",0.501777541303914,1603,"2021","5",0
"195",0.75195314991629,163,"2016","6",0
"196",0.562601370917367,1638,"2021","11",0
"197",0.576495676916768,1639,"2021","11",0
"198",0.0145105475396051,1640,"2021","4",0
"199",0.0274551003447159,1640,"2021","5",0
"200",0.00679809172032233,1640,"2021","9",0
"201",0.211329674867943,1645,"2021","6",0
"202",0.0427598841801781,1653,"2011","7",0
"203",0.107022159289136,1655,"2011","9",0
"204",0.944107268417222,1656,"2011","9",1
"205",0.544668522965812,1657,"2011","9",0
"206",0.361442165147669,1659,"2011","10",1
"207",0.0914208068855805,1672,"2021","4",0
"208",0.145836070450494,1672,"2021","6",0
"209",0.16657517900819,1686,"2021","4",0
"210",0.627738960075481,1700,"2012","5",1
"211",0.479146596702481,1701,"2012","5",1
"212",0.620302038708162,1702,"2012","5",1
"213",0.211041759210176,1703,"2012","5",1
"214",0.597754928063898,1704,"2012","5",1
"215",0.767008637750988,1714,"2012","6",1
"216",0.858558459515416,1715,"2012","6",1
"217",0.751067693460951,1718,"2012","6",1
"218",0.117203622814075,1719,"2012","6",0
"219",0.918826885714043,1720,"2012","6",1
"220",0.20142358458522,1721,"2021","11",0
"221",0.47488348244274,1723,"2012","6",1
"222",0.562627543097585,1724,"2012","6",0
"223",0.685750803711777,1725,"2012","6",1
"224",0.245876340539673,1726,"2012","6",0
"225",0.473451984306047,1727,"2012","6",1
"226",0.452984594322682,1728,"2012","6",1
"227",0.736477890389266,1729,"2012","6",0
"228",0.581277888929252,1730,"2012","7",0
"229",0.573501977653449,1732,"2012","7",0
"230",0.498988720364497,1733,"2012","7",0
"231",0.384737141252072,1734,"2012","9",0
"232",0.385095742205784,1735,"2012","9",0
"233",0.144016162779532,1737,"2012","9",0
"234",0.497321018696094,1738,"2012","9",0
"235",0.354359127293515,1739,"2012","9",0
"236",0.200127850085099,174,"2021","9",1
"237",0.0551783129133807,1741,"2021","4",0
"238",0.102597944738782,1741,"2021","5",0
"239",0.0421991430688874,1744,"2018","9",0
"240",0.188385634107727,1753,"2021","4",0
"241",0.0927491387924211,1805,"2021","5",0
"242",0.183800275094096,1821,"2022","5",0
"243",0.677948574398002,1872,"2021","10",1
"244",0.129621145164179,1911,"2019","8",0
"245",0.204025491803141,1926,"2022","6",0
"246",0.029151584315878,196,"2021","4",0
"247",0.0555184402235552,196,"2021","5",0
"248",0.146752257202631,1983,"2021","4",0
"249",0.0250527838378319,1986,"2017","4",0
"250",0.57597668039978,1989,"2017","5",0
"251",0.0125072532043158,199,"2021","6",0
"252",0.270033622641503,1990,"2017","5",0
"253",0.177252987612989,1991,"2017","6",1
"254",0.397817920262857,1992,"2017","6",0
"255",0.160725505309807,1993,"2017","6",0
"256",0.3152148250601,1994,"2017","6",0
"257",0.22634716574269,1995,"2017","6",1
"258",0.163130956576894,1996,"2017","6",1
"259",0.499880536424455,1997,"2017","6",1
"260",0.471915613125852,1998,"2017","6",1
"261",0.048954860978832,2,"2016","9",0
"262",0.0455862014252921,2,"2021","9",0
"263",0.651135695040738,200,"2021","5",0
"264",0.190248894891613,2000,"2017","7",0
"265",0.210408005663333,2001,"2017","7",0
"266",0.159496596945771,2002,"2017","7",0
"267",0.078210678446069,2003,"2017","9",0
"268",0.0585685081834085,2004,"2017","9",0
"269",0.0980680404509893,2005,"2017","9",0
"270",0.133632205811589,2006,"2017","9",0
"271",0.0927940442145694,2007,"2017","9",0
"272",0.175461141404938,2008,"2017","9",0
"273",0.198114535924586,2009,"2017","9",0
"274",0.0760069370368295,201,"2021","4",0
"275",0.138698774209417,201,"2021","5",0
"276",0.121594482163138,201,"2021","9",0
"277",0.238142038039773,2010,"2017","9",0
"278",0.0835067136951154,2011,"2017","9",0
"279",0.392771960868049,2012,"2022","10",0
"280",0.19461698162588,2030,"2021","9",0
"281",0.158945683438908,2033,"2021","9",0
"282",0.0751600090477314,204,"2021","4",0
"283",0.137257054974222,204,"2021","5",0
"284",0.0537058672413686,2046,"2021","4",0
"285",0.0999940179365732,2046,"2021","5",0
"286",0.34985731822804,2059,"2018","3",0
"287",0.347275674039084,206,"2016","9",0
"288",0.00440921570610542,206,"2021","11",0
"289",0.118725965597118,2060,"2018","3",0
"290",0.155933514017884,207,"2015","4",1
"291",0.243517825600687,2075,"2018","5",0
"292",0.0151796602069099,208,"2021","11",0
"293",0.699402830853265,2086,"2018","5",1
"294",0.295517650758388,2087,"2018","5",1
"295",0.127023354849922,2094,"2018","6",0
"296",0.0473796477383067,2095,"2018","6",1
"297",0.385351508757216,2106,"2018","6",1
"298",0.466545346662369,2107,"2018","6",1
"299",0.466545346662369,2108,"2018","6",1
"300",0.482830584034681,211,"2021","11",0
"301",0.108419974370383,2112,"2021","6",0
"302",0.0810018643369736,2115,"2018","8",1
"303",0.169374134090303,2117,"2018","8",0
"304",0.11219560839987,2118,"2018","8",0
"305",0.2931732163947,2120,"2018","8",0
"306",0.0828086087357388,2121,"2018","8",0
"307",0.0287757884040223,2123,"2018","9",0
"308",0.0238877770593789,2124,"2018","9",0
"309",0.0319721646327204,2125,"2018","9",0
"310",0.0466924213627787,2126,"2018","9",0
"311",0.0766845845975323,2127,"2018","9",0
"312",0.0709656390879193,2128,"2018","9",0
"313",0.0549109210838808,2129,"2018","9",0
"314",0.0108912273880162,2130,"2018","9",0
"315",0.275670128451466,2131,"2018","9",1
"316",0.044800123925516,2132,"2018","9",0
"317",0.0594629220404887,2133,"2018","9",0
"318",0.172988248380607,2134,"2018","10",0
"319",0.19917284206113,2135,"2018","10",0
"320",0.188278344902671,2136,"2018","10",0
"321",0.0229841104560015,2137,"2018","10",0
"322",0.183458686343945,2138,"2018","10",0
"323",0.0224465666618759,2139,"2018","10",0
"324",0.122008249109007,214,"2015","4",0
"325",0.0644520107891825,2140,"2021","5",0
"326",0.485539251135693,2141,"2018","10",1
"327",0.37850721539853,2141,"2021","5",1
"328",0.344357640683627,2142,"2018","10",0
"329",0.29597100960841,2143,"2018","10",0
"330",0.609501202674128,2144,"2018","10",1
"331",0.507022678010604,2145,"2018","10",0
"332",0.54354472140373,2146,"2018","10",0
"333",0.594348736122537,2147,"2018","10",0
"334",0.0387617491293516,2148,"2018","10",0
"335",0.224749678859208,2149,"2018","10",1
"336",0.038496964419308,2151,"2018","10",0
"337",0.0610146070109708,2152,"2018","10",0
"338",0.183141587710867,2153,"2018","11",0
"339",0.0103165343976365,2156,"2018","11",0
"340",0.00878725890902344,2157,"2018","11",0
"341",0.495001472090681,2158,"2018","11",1
"342",0.292087048676087,2159,"2018","11",1
"343",0.787608351214114,2160,"2018","11",0
"344",0.0374410330612872,2161,"2018","11",0
"345",0.576483870749136,2162,"2018","11",0
"346",0.0189558531717137,2164,"2018","11",0
"347",0.0691504995909219,2165,"2018","11",0
"348",0.0950346275235657,2166,"2018","11",0
"349",0.317530345744034,2167,"2018","11",0
"350",0.0621338913827253,217,"2015","4",0
"351",0.0421740723763867,2190,"2019","4",0
"352",0.00841235049440473,2191,"2019","4",0
"353",0.0541190029959046,2193,"2019","4",0
"354",0.017965665303337,2195,"2019","4",0
"355",0.0107098641728886,2196,"2019","4",0
"356",0.0163668637735552,2196,"2021","11",0
"357",0.247236985397995,2197,"2019","4",0
"358",0.00579543011669103,2198,"2019","4",0
"359",0.0179406167060433,2198,"2021","11",0
"360",0.0294513394535196,2206,"2019","5",0
"361",0.0797767978527131,2206,"2021","6",0
"362",0.0138220028934398,2208,"2019","5",0
"363",0.0147295796728186,2210,"2019","5",0
"364",0.0557599753411564,2211,"2019","5",0
"365",0.350407612227918,2212,"2019","5",1
"366",0.215093056119377,2213,"2019","5",0
"367",0.0799765589010633,2214,"2019","5",0
"368",0.201517233920356,2215,"2019","5",1
"369",0.0517460967014374,2216,"2019","5",0
"370",0.0559210355638536,2217,"2019","5",0
"371",0.275099031551349,2218,"2019","5",1
"372",0.180695724081838,2219,"2019","5",0
"373",0.0652420547902963,222,"2015","4",1
"374",0.222533972424561,2220,"2019","5",0
"375",0.074215672259755,2220,"2021","6",0
"376",0.0309100942168433,2221,"2019","6",0
"377",0.0654473861729419,2222,"2019","6",0
"378",0.0724859200640519,2223,"2019","6",0
"379",0.0591314436092345,2224,"2019","6",0
"380",0.997902926589145,2226,"2019","6",1
"381",0.0527186512930501,2227,"2019","6",0
"382",0.0469042281658659,2228,"2019","6",0
"383",0.156033916991164,2229,"2019","6",0
"384",0.107163812158556,2230,"2019","6",0
"385",0.101286139213408,2231,"2019","6",0
"386",0.113264305376547,2232,"2019","6",0
"387",0.0290966954452837,2233,"2019","6",0
"388",0.00339794752839242,2234,"2019","6",0
"389",0.0642585450273022,2235,"2019","6",0
"390",0.0729416716304581,2236,"2019","6",0
"391",0.0165978044683789,2238,"2019","7",1
"392",0.0600056288980431,2239,"2019","7",0
"393",0.110221723323279,224,"2015","4",0
"394",0.09686358416034,2241,"2019","7",0
"395",0.0177161539681673,2242,"2019","7",0
"396",0.0168933159238462,2243,"2019","7",0
"397",0.103490312271816,2244,"2019","7",0
"398",0.0598928649525301,2245,"2019","7",0
"399",0.103382897917936,2246,"2019","7",0
"400",0.0587980151348792,2247,"2019","7",0
"401",0.260882139973094,2248,"2019","7",0
