"variable","point_estimate","p_value"
ss_visual_complexity,-0.325373671877056,0.00189524616074874
ss_construction,-0.237941504235262,0.017807554252486
ss_road_flat,-0.320550052631817,0.0022705980672381
ss_marking,-0.333167269743478,0.00164795801776406
ss_nature,-0.359110835224036,0.000691102137030424
ss_street_object,-0.340413801084757,0.00130857582919891
od_bicycle_count,-0.32955027248295,0.00186511886914029
od_vehicle_count,-0.350871336125077,0.000729039944322748
od_animal_count,-0.346930379037378,0.00103287948767376
pop_den_log,-0.301873588228914,0.00310334785288607
average_income_log,-0.364491846853294,0.000608523237885593
poi_log,-0.239507060356788,0.0158222417963873
