"var_name","variable_importance"
"age_0_19",0.0594749419534606
"age_20_39",0.0513760229442097
"age_40_59",0.0494104292720995
"lu_residential_community",0.0730675123002591
"ss_visual_complexity",0.0417065594245487
"ss_construction",0.0503113762721828
"ss_road_flat",0.045846469907269
"ss_marking",0.0707973550417417
"ss_nature",0.0813993122647252
"ss_street_object",0.0805772067106598
"od_bicycle_count",0.00358826835806628
"od_vehicle_count",0.0541653995904512
"od_animal_count",0
"pop_den_log",0.0704657339818757
"average_income_log",0.141083878711285
"poi_log",0.0446393679688479
"year_2016",0.0119372739894717
"year_2009",0.0423566033241993
"year_2021",0.000490315895116347
"year_2014",0
"year_2018",0.00304765142545673
"year_2022",0.00120336097393036
"year_2010",0
"year_2011",0
"year_2012",0.00468887275212507
"year_2019",0
"year_2017",0
"year_2015",0.00151975428308776
"year_2020",0.00114185142713612
"month_9",0.000124284226760113
"month_4",0.000412729058989364
"month_5",0.00875842057353463
"month_3",6.1509546794242e-05
"month_11",0.000703991074398148
"month_6",0.0042810753435898
"month_10",0.0013624714037282
"month_8",0
"month_7",0
"month_12",0
