"estimate","std.err","covariate","category"
"-0.0166598909734213","0.0853606558147816","year","low"
"-0.0832685959791137","0.094429432148816","year","high"
"-0.0424394550654705","0.0783075483288947","age_0_19","low"
"-0.074293047598316","0.0979930462597476","age_0_19","high"
"-0.13038630147478","0.111887648100701","age_20_39","low"
"0.01641484275809","0.0705061246079817","age_20_39","high"
"0.011715704291059","0.0800045141541522","age_40_59","low"
"-0.15457912523488","0.100193357020631","age_40_59","high"
"-0.163297351281658","0.0930144035546954","IMD_score","low"
"0.0459225811576301","0.0799655127040995","IMD_score","high"
"0.00879375117406038","0.0889176114117263","lu_residential_community","low"
"-0.102468177724371","0.0823458055197209","lu_residential_community","high"
"-0.0285898570004685","0.0972238688273956","lu_commerce_developed","low"
"-0.0843222300158922","0.0811573614798867","lu_commerce_developed","high"
"-0.0575140143248734","0.0831341177731123","ss_visual_complexity","low"
"-0.0880010769556927","0.097049011006086","ss_visual_complexity","high"
"-0.0743111760435555","0.0853915082410069","slope","low"
"-0.0380162135574267","0.0852982352621443","slope","high"
"-0.11879320083773","0.10073082884403","ss_construction","low"
"-0.0302335189346106","0.0802014881205199","ss_construction","high"
"-0.000943748436233963","0.078090903411136","ss_road_flat","low"
"-0.0989894421561184","0.103372004475945","ss_road_flat","high"
"-0.0368780081252753","0.0987467983485883","ss_marking","low"
"-0.0690441346702704","0.0806500015011174","ss_marking","high"
"-0.0935153595103248","0.094158553890102","ss_nature","low"
"-0.0163306363775111","0.0878626824568722","ss_nature","high"
"-0.099478619982378","0.104486342828567","ss_street_object","low"
"-0.0586888304289935","0.0787289229028936","ss_street_object","high"
"0.0280778880342163","0.110926797063896","od_person_count","low"
"-0.0960981928217368","0.0767313465539104","od_person_count","high"
"-0.0880212855429658","0.110996585199287","od_bicycle_count","low"
"-0.0817731187960459","0.0788524146732887","od_bicycle_count","high"
"-0.0404498255250513","0.0909950645722226","od_vehicle_count","low"
"-0.046448353377866","0.0874113936084192","od_vehicle_count","high"
"-0.0384404780777732","0.0656227156904339","od_animal_count","low"
"-0.235444706287046","0.228229178214301","od_animal_count","high"
"-0.121829263909764","0.100689211485388","pop_den_log","low"
"-0.0178158737952466","0.0742945459742832","pop_den_log","high"
"-0.0969223675771494","0.103265088693698","housing_price_log","low"
"-0.0304193986249905","0.0763982655524331","housing_price_log","high"
"-0.113316508762383","0.108812981968542","poi_log","low"
"-0.0393466042512198","0.0748039431679413","poi_log","high"
