"variable","point_estimate","p_value"
ss_visual_complexity,-0.0814279539869384,0.343739937526683
count_log.1,0.00023283299846784,0.900126469089635
ss_construction,-0.0609216931608656,0.459313292647182
ss_road_flat,-0.123979028460177,0.150804183922949
ss_marking,-0.148422239249761,0.0881539233218756
ss_nature,-0.164621856857676,0.0579715601223972
ss_street_object,-0.148276208848276,0.0896757132480296
od_person_count,-0.0790157610078848,0.331517283149143
od_bicycle_count,-0.155351684784577,0.0732185179304346
od_vehicle_count,-0.129062916435309,0.130485891171746
od_animal_count,-0.16747037634112,0.0539942263445336
pop_den_log,-0.216911142777111,0.00931721281760496
average_income_log,-0.1677120714307,0.0560562893826077
poi_log,-0.182502058767142,0.0234752854814569
