"var_name","variable_importance"
"age_0_19",0.0330935761777049
"age_20_39",0.0714020235084689
"age_40_59",0.170873213479108
"IMD_score",0.0848152178662392
"lu_residential_community",0.0498050703415491
"lu_commerce_developed",0.0438996889136696
"ss_visual_complexity",0.063256246096896
"ss_construction",0.0831284479718219
"ss_road_flat",0.0493582530217073
"ss_marking",0.0332760806235831
"ss_nature",0.052619850738605
"ss_street_object",0.0438454652729703
"od_person_count",0.0195296938662226
"od_bicycle_count",0.0046981888643097
"od_vehicle_count",0.0428887468643334
"od_animal_count",0
"pop_den_log",0.0610731596279631
"housing_price_log",0.0345558150809278
"poi_log",0.0259866228933571
"year_2012",0.00513317334729428
"year_2015",0.0028092690384187
"year_2017",0.000722497810597396
"year_2019",0.00133343547555006
"year_2010",0
"year_2014",0.00426588144768594
"year_2018",0
"year_2016",0.00100300223733799
"year_2011",0
"month_7",0.00900254320092223
"month_9",0.000314375050570172
"month_6",0.00544341635595183
"month_5",0.00111447102625018
"month_10",0.000699917201453742
"month_4",0
"month_3",5.26565985300033e-05
"month_11",0
