"variable","point_estimate","p_value"
IMD_score,-0.277265570938772,0.00429650587195
latitude,-0.288822985434031,0.00297432580132325
longitude,-0.26254682884614,0.00694666596758467
ss_visual_complexity,-0.261172413904705,0.00678667888376961
ss_construction,-0.283692062826437,0.00324834829442819
ss_road_flat,-0.299136784989118,0.0019699899438034
ss_marking,-0.320649703545544,0.000731588778148169
ss_nature,-0.255846764939353,0.00851730165040978
ss_street_object,-0.273676207030779,0.00464972410523869
od_person_count,-0.282435890343588,0.00332557778264906
od_vehicle_count,-0.291274731749998,0.00258008153810412
od_animal_count,-0.284507443494131,0.00337671443994903
housing_price_log,-0.43914521437845,2.3216728592539e-06
poi_betweenness_log,-0.285592901416002,0.00323684899233754
poi_accessibility_log,-0.328396372640104,0.000267537023362061
traffic_speed_log,-0.282884959704651,0.00320410789242343
pop_den_log,-0.294282263521248,0.0023174870932413
poi_log,-0.344889294983205,0.000112542485757955
