"variable","point_estimate","p_value"
ss_visual_complexity,-0.358102356820071,3.80001223477405e-05
slope,-0.137940747980144,0.10993649193317
count_log.1,0.000216253610159821,0.913786506176983
ss_construction,-0.00310489602534742,0.970268059906113
ss_road_flat,-0.277547195866347,0.00110132178109852
ss_marking,-0.199206047364916,0.0194386068686932
ss_nature,-0.20273254030975,0.0178164757644245
ss_street_object,-0.189631238558587,0.0331976977774794
od_person_count,-0.181206632491977,0.0230107989117413
od_bicycle_count,-0.226301705545446,0.00778137187163683
od_vehicle_count,-0.24279548164484,0.00389375955932401
od_animal_count,-0.202316358630506,0.0177325202430482
pop_den_log,-0.183525798146014,0.025475032447463
average_income_log,-0.190687222655339,0.0254389363171648
poi_log,-0.262369766097335,0.000907610034714726
