"variable","point_estimate","p_value"
IMD_score,-0.208448968162509,0.0108669373484262
ss_visual_complexity,-0.196999182007609,0.0151617988255827
count_log.1,0.0014627122266577,0.681799191769827
ss_construction,-0.269732437720106,0.000876391290716958
ss_road_flat,-0.241065028791916,0.00303240888227503
ss_marking,-0.21048547841069,0.00845419031329355
ss_nature,-0.209754249318268,0.0101570219965272
ss_street_object,-0.234697308268614,0.00391587568354049
od_person_count,-0.253185052200283,0.0017703756644238
od_bicycle_count,-0.193117060440041,0.0172840763281876
od_vehicle_count,-0.222021230276797,0.00633424764117798
od_animal_count,-0.216606574460854,0.00799466419086298
pop_den_log,-0.202549512066215,0.0127177921096004
housing_price_log,-0.398684891430699,3.74117503265167e-07
poi_log,-0.277124795334571,0.000231947699435904
