"variable","point_estimate","p_value"
ss_visual_complexity,-0.335828973268367,0.000107629716805942
slope,-0.108242496036844,0.207203812439616
ss_construction,0.0220953699080851,0.788999279438857
ss_road_flat,-0.26759970395173,0.00150179034890548
ss_marking,-0.182184226826611,0.0307550459952055
ss_nature,-0.176528345054123,0.0373379349241116
ss_street_object,-0.161556190397739,0.0681261713205505
od_bicycle_count,-0.19389374000892,0.0212769388954969
od_vehicle_count,-0.202142368588456,0.0153289909601439
od_animal_count,-0.176206340499908,0.037010218416164
pop_den_log,-0.195014758269405,0.0164182719861555
average_income_log,-0.166509935070764,0.048709752056845
poi_log,-0.226559359850815,0.00383592067724212
