"covariate","avg","stderr","ranking","scaling","variation","labels"
"age_0_19",24.0114850458556,0.226022741480871,"Q1",0.840093186334815,0.0741506911974816,"24
(0.226)"
"age_0_19",23.8589905021345,0.309526469861347,"Q2",0.735647399804792,0.0741506911974816,"23.9
(0.31)"
"age_0_19",23.4162103672375,0.333850173446728,"Q3",0.333813062958024,0.0741506911974816,"23.4
(0.334)"
"age_0_19",23.0960520363093,0.374649506504624,"Q4",0.115962183348774,0.0741506911974816,"23.1
(0.375)"
"age_20_39",25.7005901225951,0.356816996526308,"Q1",0.0853261485025014,0.591175996458666,"25.7
(0.357)"
"age_20_39",34.0823574025027,0.476922044727733,"Q2",0.482723059779705,0.591175996458666,"34.1
(0.477)"
"age_20_39",37.2601514896952,0.528740325313324,"Q3",0.677137076538572,0.591175996458666,"37.3
(0.529)"
"age_20_39",40.381007201749,0.65213445048846,"Q4",0.829888139922465,0.591175996458666,"40.4
(0.652)"
"age_40_59",28.8395979871729,0.14955730962149,"Q1",0.908505841356357,0.650332981335997,"28.8
(0.15)"
"age_40_59",25.635933305203,0.17363146952793,"Q2",0.523534424200694,0.650332981335997,"25.6
(0.174)"
"age_40_59",24.6382744795994,0.184486341656041,"Q3",0.367956211577506,0.650332981335997,"24.6
(0.184)"
"age_40_59",22.8355445976661,0.205004201964497,"Q4",0.146086815957558,0.650332981335997,"22.8
(0.205)"
"IMD_score",14.3528522523611,0.528532453531341,"Q1",0.0812618518764877,0.480409043309877,"14.4
(0.529)"
"IMD_score",21.6081434802778,0.602985911563306,"Q2",0.481319102228796,0.480409043309877,"21.6
(0.603)"
"IMD_score",25.4598949484075,0.585846584367785,"Q3",0.748489914396745,0.480409043309877,"25.5
(0.586)"
"IMD_score",26.0188349708331,0.562859305906072,"Q4",0.780455280620305,0.480409043309877,"26
(0.563)"
"lu_residential_community",6.68311434046447,0.44120234133928,"Q1",0.891679224091613,0.13351174209112,"6.68
(0.441)"
"lu_residential_community",5.83323022191294,0.424365058084692,"Q2",0.623608852358768,0.13351174209112,"5.83
(0.424)"
"lu_residential_community",5.09769046542575,0.372564244297324,"Q3",0.31500512679448,0.13351174209112,"5.1
(0.373)"
"lu_residential_community",4.55569107348877,0.282739770665263,"Q4",0.142587052435132,0.13351174209112,"4.56
(0.283)"
"lu_commerce_developed",20.0903461036864,0.514024899239824,"Q1",0.0859562187131418,0.301418022005187,"20.1
(0.514)"
"lu_commerce_developed",24.8955649724596,0.623532033038097,"Q2",0.458385286119153,0.301418022005187,"24.9
(0.624)"
"lu_commerce_developed",27.5450625289647,0.748078989798723,"Q3",0.722775806648698,0.301418022005187,"27.5
(0.748)"
"lu_commerce_developed",28.6434379104427,0.814485335882167,"Q4",0.810429333636225,0.301418022005187,"28.6
(0.814)"
"ss_visual_complexity",38.4029464612554,0.168656724260093,"Q1",0.553336967422433,0.160097518354227,"38.4
(0.169)"
"ss_visual_complexity",38.5826238435039,0.178380267030835,"Q2",0.664179217603088,0.160097518354227,"38.6
(0.178)"
"ss_visual_complexity",38.8600558159479,0.217421360974285,"Q3",0.808221914093214,0.160097518354227,"38.9
(0.217)"
"ss_visual_complexity",37.433596497161,0.27866453433071,"Q4",0.0764510351597347,0.160097518354227,"37.4
(0.279)"
"ss_construction",8.05880555039845,0.307889821265553,"Q1",0.0721408965814314,0.153237852130406,"8.06
(0.308)"
"ss_construction",9.8837384381531,0.362887961069133,"Q2",0.577310825648702,0.153237852130406,"9.88
(0.363)"
"ss_construction",10.2307425255501,0.396975169030918,"Q3",0.694876150539357,0.153237852130406,"10.2
(0.397)"
"ss_construction",10.5015211221219,0.50603391502068,"Q4",0.774962971485902,0.153237852130406,"10.5
(0.506)"
"ss_road_flat",30.0544757031104,0.29703044722429,"Q1",0.856180931261565,0.0692123318324617,"30.1
(0.297)"
"ss_road_flat",29.7809983785708,0.303178212109812,"Q2",0.652217453334953,0.0692123318324617,"29.8
(0.303)"
"ss_road_flat",29.0922922369118,0.338393043504721,"Q3",0.0966272654126479,0.0692123318324617,"29.1
(0.338)"
"ss_road_flat",29.5592329466134,0.373105992201757,"Q4",0.438954764526613,0.0692123318324617,"29.6
(0.373)"
"ss_marking",1.50124205095422,0.103595416432445,"Q1",0.176397754203034,0.0584494644347845,"1.5
(0.104)"
"ss_marking",1.52850822611361,0.105326945330265,"Q2",0.254366583915389,0.0584494644347845,"1.53
(0.105)"
"ss_marking",1.62898500883633,0.0826683554148889,"Q3",0.628596116063326,0.0584494644347845,"1.63
(0.0827)"
"ss_marking",1.72385027976525,0.0957986289778152,"Q4",0.896499468212731,0.0584494644347845,"1.72
(0.0958)"
"ss_nature",1.12499573946216,0.117606133025213,"Q1",0.713016557697616,0.0563392001957528,"1.12
(0.118)"
"ss_nature",1.03798275233852,0.153026273196119,"Q2",0.47209001521261,0.0563392001957528,"1.04
(0.153)"
"ss_nature",1.16939180876538,0.156839092037527,"Q3",0.811867898586105,0.0563392001957528,"1.17
(0.157)"
"ss_nature",0.858105801625331,0.115364141030412,"Q4",0.0842557611506394,0.0563392001957528,"0.858
(0.115)"
"ss_street_object",0.324207649327138,0.011497565515492,"Q1",0.132230970900113,0.175849560867235,"0.324
(0.0115)"
"ss_street_object",0.369618185104138,0.01354709854904,"Q2",0.422846603031079,0.175849560867235,"0.37
(0.0135)"
"ss_street_object",0.379222064091142,0.0153567033677015,"Q3",0.500090703163646,0.175849560867235,"0.379
(0.0154)"
"ss_street_object",0.443795531595028,0.0203507320245151,"Q4",0.904952160519569,0.175849560867235,"0.444
(0.0204)"
