"variable","point_estimate","p_value"
IMD_score,-0.242707633594744,0.00230084537003649
latitude,-0.252179631007169,0.00152376057116991
longitude,-0.231184426117793,0.0035420632817573
ss_visual_complexity,-0.232909482219296,0.00311271761583244
ss_construction,-0.314902535713147,6.30149044198249e-05
ss_road_flat,-0.272813338438408,0.000552521378134184
ss_marking,-0.243685652171065,0.00169618306759169
ss_nature,-0.240060523940504,0.00244959754722629
ss_street_object,-0.268196265614492,0.000687770701527149
od_person_count,-0.279161096771771,0.000383053611487945
od_vehicle_count,-0.248448473350104,0.00166315923772315
od_animal_count,-0.261905628054451,0.000967585131984756
housing_price_log,-0.380860244586514,5.67667247646044e-07
poi_betweenness_log,-0.242176747193091,0.00228451423746317
poi_accessibility_log,-0.304997468732619,3.38300646549675e-05
traffic_speed_log,-0.253883809921908,0.00122463126338029
pop_den_log,-0.232333613700108,0.00325150032412143
poi_log,-0.282008052793283,0.000112814435684401
