"variable","point_estimate","p_value"
IMD_score,0.219212216084168,0.0188009215821243
ss_visual_complexity,0.169310797711481,0.0688117029955658
slope,0.238083592627061,0.0105272477093103
count_log.1,0.00124245873277347,0.77041458496155
ss_construction,0.377225292008253,7.72702503540713e-05
ss_road_flat,0.189746921747943,0.0415196122380935
ss_marking,0.208633687713442,0.0222526314008015
ss_nature,0.234178590360175,0.0119942363407938
ss_street_object,0.276539749754688,0.00341808197370745
od_person_count,0.248796590692836,0.00708631834557293
od_bicycle_count,0.232868967688841,0.0118858528108028
od_vehicle_count,0.125845878760873,0.182316295335077
od_animal_count,0.22059390154828,0.0180068762118723
pop_den_log,0.267218696343082,0.00407332155189447
housing_price_log,0.154072031140627,0.0855493502956644
poi_log,0.154857490066115,0.0716700555963006
