"var_name","variable_importance"
"age_0_19",0.0490800649163989
"age_20_39",0.0229854454595477
"age_40_59",0.0762456639852024
"IMD_score",0.0767263399504799
"lu_residential_community",0.0507228971654325
"lu_commerce_developed",0.0825954868083002
"ss_visual_complexity",0.0428219712830595
"slope",0.0554620248242075
"ss_construction",0.0589875186756059
"ss_road_flat",0.0541414484723704
"ss_marking",0.0293963951169824
"ss_nature",0.0206174466164033
"ss_street_object",0.0227988723623494
"od_person_count",0.0632438113606162
"od_bicycle_count",0.00370946458449029
"od_vehicle_count",0.0370056251900318
"od_animal_count",0
"pop_den_log",0.14163551409131
"housing_price_log",0.0227707764814399
"poi_log",0.0575072533221314
"year_2012",0.00461617273488894
"year_2015",0.00281577264133252
"year_2017",0.0012446299541451
"year_2019",0.00162937226296242
"year_2010",0
"year_2014",0.000708610624736657
"year_2018",0.0028126626312739
"year_2016",0.00125393194231729
"year_2011",0
"month_7",0.00679291963243739
"month_9",0.000208068583115514
"month_6",0.0024610051170866
"month_5",0.00102227335755599
"month_10",0.000574878450077819
"month_4",0.00220858702582899
"month_3",0.00319709437588128
"month_11",0
