"variable","point_estimate","p_value"
IMD_score,0.191214766721182,0.0239474382049494
ss_visual_complexity,0.120968044207747,0.154728635204192
slope,0.185121087777734,0.0284892034901458
count_log.1,0.00179661714505447,0.649791375576169
ss_construction,0.3365952572872,0.000101828451936443
ss_road_flat,0.159789155466824,0.0588353964082248
ss_marking,0.187272794187452,0.0238279863687865
ss_nature,0.18875374091244,0.0258122620060463
ss_street_object,0.236195881768465,0.00593349114228754
od_person_count,0.220745051141647,0.00856511847729674
od_bicycle_count,0.191040177126432,0.0230720426692137
od_vehicle_count,0.112952424397644,0.184286381223219
od_animal_count,0.181157226310688,0.0324622870802117
pop_den_log,0.188670600991666,0.0252351496991641
housing_price_log,0.0715961022748272,0.380778995703818
poi_log,0.200294322101865,0.0101441909892388
